dataset,filename,label
PTB_XL,records500_11000_11663_hr.out,PCA
PTB_XL,records500_11000_11664_hr.out,OCSVM
PTB_XL,records500_11000_11665_hr.out,NORMA
PTB_XL,records500_11000_11666_hr.out,OCSVM
PTB_XL,records500_11000_11667_hr.out,OCSVM
PTB_XL,records500_11000_11668_hr.out,PCA
PTB_XL,records500_11000_11669_hr.out,OCSVM
PTB_XL,records500_11000_11670_hr.out,OCSVM
PTB_XL,records500_11000_11671_hr.out,OCSVM
PTB_XL,records500_11000_11672_hr.out,PCA
PTB_XL,records500_11000_11673_hr.out,OCSVM
PTB_XL,records500_11000_11674_hr.out,OCSVM
PTB_XL,records500_11000_11675_hr.out,OCSVM
PTB_XL,records500_11000_11676_hr.out,NORMA
PTB_XL,records500_11000_11677_hr.out,PCA
PTB_XL,records500_11000_11678_hr.out,PCA
PTB_XL,records500_11000_11679_hr.out,OCSVM
PTB_XL,records500_11000_11680_hr.out,PCA
PTB_XL,records500_11000_11681_hr.out,OCSVM
PTB_XL,records500_11000_11682_hr.out,OCSVM
PTB_XL,records500_11000_11683_hr.out,OCSVM
PTB_XL,records500_11000_11684_hr.out,PCA
PTB_XL,records500_11000_11685_hr.out,PCA
PTB_XL,records500_11000_11686_hr.out,PCA
PTB_XL,records500_11000_11687_hr.out,MP
PTB_XL,records500_11000_11688_hr.out,OCSVM
PTB_XL,records500_11000_11689_hr.out,OCSVM
PTB_XL,records500_11000_11690_hr.out,NORMA
PTB_XL,records500_11000_11691_hr.out,OCSVM
PTB_XL,records500_11000_11692_hr.out,OCSVM
PTB_XL,records500_11000_11693_hr.out,OCSVM
PTB_XL,records500_11000_11694_hr.out,PCA
PTB_XL,records500_11000_11695_hr.out,PCA
PTB_XL,records500_11000_11696_hr.out,OCSVM
PTB_XL,records500_11000_11697_hr.out,OCSVM
PTB_XL,records500_11000_11698_hr.out,OCSVM
PTB_XL,records500_11000_11699_hr.out,PCA
PTB_XL,records500_11000_11700_hr.out,HBOS
PTB_XL,records500_11000_11701_hr.out,PCA
PTB_XL,records500_11000_11702_hr.out,OCSVM
PTB_XL,records500_11000_11703_hr.out,PCA
PTB_XL,records500_11000_11704_hr.out,OCSVM
PTB_XL,records500_11000_11705_hr.out,OCSVM
PTB_XL,records500_11000_11706_hr.out,OCSVM
PTB_XL,records500_11000_11707_hr.out,OCSVM
PTB_XL,records500_11000_11708_hr.out,PCA
PTB_XL,records500_11000_11709_hr.out,OCSVM
PTB_XL,records500_11000_11710_hr.out,OCSVM
PTB_XL,records500_11000_11711_hr.out,OCSVM
PTB_XL,records500_11000_11712_hr.out,OCSVM
PTB_XL,records500_11000_11713_hr.out,MP
PTB_XL,records500_11000_11714_hr.out,PCA
PTB_XL,records500_11000_11715_hr.out,OCSVM
PTB_XL,records500_11000_11716_hr.out,OCSVM
PTB_XL,records500_11000_11717_hr.out,PCA
PTB_XL,records500_11000_11718_hr.out,OCSVM
PTB_XL,records500_11000_11719_hr.out,OCSVM
PTB_XL,records500_11000_11720_hr.out,PCA
PTB_XL,records500_11000_11721_hr.out,OCSVM
PTB_XL,records500_11000_11722_hr.out,OCSVM
PTB_XL,records500_11000_11723_hr.out,OCSVM
PTB_XL,records500_11000_11724_hr.out,MP
PTB_XL,records500_11000_11725_hr.out,PCA
PTB_XL,records500_11000_11726_hr.out,HBOS
PTB_XL,records500_11000_11727_hr.out,OCSVM
PTB_XL,records500_11000_11728_hr.out,OCSVM
PTB_XL,records500_11000_11729_hr.out,OCSVM
PTB_XL,records500_11000_11730_hr.out,HBOS
PTB_XL,records500_11000_11731_hr.out,OCSVM
PTB_XL,records500_11000_11732_hr.out,OCSVM
PTB_XL,records500_11000_11733_hr.out,PCA
PTB_XL,records500_11000_11734_hr.out,OCSVM
PTB_XL,records500_11000_11735_hr.out,PCA
PTB_XL,records500_11000_11736_hr.out,OCSVM
PTB_XL,records500_11000_11737_hr.out,PCA
PTB_XL,records500_11000_11738_hr.out,NORMA
PTB_XL,records500_11000_11739_hr.out,OCSVM
PTB_XL,records500_11000_11740_hr.out,PCA
PTB_XL,records500_11000_11741_hr.out,MP
PTB_XL,records500_11000_11742_hr.out,OCSVM
PTB_XL,records500_11000_11743_hr.out,MP
PTB_XL,records500_11000_11744_hr.out,PCA
PTB_XL,records500_11000_11745_hr.out,OCSVM
PTB_XL,records500_11000_11746_hr.out,PCA
PTB_XL,records500_11000_11747_hr.out,PCA
PTB_XL,records500_11000_11748_hr.out,PCA
PTB_XL,records500_11000_11749_hr.out,OCSVM
PTB_XL,records500_11000_11750_hr.out,OCSVM
PTB_XL,records500_11000_11751_hr.out,PCA
PTB_XL,records500_11000_11752_hr.out,OCSVM
PTB_XL,records500_11000_11753_hr.out,OCSVM
PTB_XL,records500_11000_11754_hr.out,PCA
PTB_XL,records500_11000_11755_hr.out,PCA
PTB_XL,records500_11000_11756_hr.out,NORMA
PTB_XL,records500_11000_11757_hr.out,PCA
PTB_XL,records500_11000_11758_hr.out,PCA
PTB_XL,records500_11000_11759_hr.out,PCA
PTB_XL,records500_11000_11760_hr.out,OCSVM
PTB_XL,records500_11000_11761_hr.out,OCSVM
PTB_XL,records500_11000_11762_hr.out,HBOS
PTB_XL,records500_11000_11763_hr.out,OCSVM
PTB_XL,records500_11000_11764_hr.out,OCSVM
PTB_XL,records500_11000_11765_hr.out,OCSVM
PTB_XL,records500_11000_11766_hr.out,LOF
PTB_XL,records500_11000_11767_hr.out,PCA
PTB_XL,records500_11000_11768_hr.out,OCSVM
PTB_XL,records500_11000_11769_hr.out,MP
PTB_XL,records500_11000_11770_hr.out,PCA
PTB_XL,records500_11000_11771_hr.out,PCA
PTB_XL,records500_11000_11772_hr.out,OCSVM
PTB_XL,records500_11000_11773_hr.out,PCA
PTB_XL,records500_11000_11774_hr.out,IFOREST
PTB_XL,records500_11000_11775_hr.out,PCA
PTB_XL,records500_11000_11776_hr.out,NORMA
PTB_XL,records500_11000_11777_hr.out,LOF
PTB_XL,records500_11000_11778_hr.out,PCA
PTB_XL,records500_11000_11779_hr.out,PCA
PTB_XL,records500_11000_11780_hr.out,OCSVM
PTB_XL,records500_11000_11781_hr.out,LOF
PTB_XL,records500_11000_11782_hr.out,OCSVM
PTB_XL,records500_11000_11783_hr.out,LOF
PTB_XL,records500_11000_11784_hr.out,OCSVM
PTB_XL,records500_11000_11785_hr.out,OCSVM
PTB_XL,records500_11000_11786_hr.out,LOF
PTB_XL,records500_11000_11787_hr.out,HBOS
PTB_XL,records500_11000_11788_hr.out,OCSVM
PTB_XL,records500_11000_11789_hr.out,HBOS
PTB_XL,records500_11000_11790_hr.out,OCSVM
PTB_XL,records500_11000_11791_hr.out,HBOS
PTB_XL,records500_11000_11792_hr.out,OCSVM
PTB_XL,records500_11000_11793_hr.out,MP
PTB_XL,records500_11000_11794_hr.out,OCSVM
PTB_XL,records500_11000_11795_hr.out,OCSVM
PTB_XL,records500_11000_11796_hr.out,OCSVM
PTB_XL,records500_11000_11797_hr.out,PCA
PTB_XL,records500_11000_11798_hr.out,OCSVM
PTB_XL,records500_11000_11799_hr.out,OCSVM
PTB_XL,records500_11000_11800_hr.out,OCSVM
PTB_XL,records500_11000_11801_hr.out,OCSVM
PTB_XL,records500_11000_11802_hr.out,OCSVM
PTB_XL,records500_11000_11803_hr.out,OCSVM
PTB_XL,records500_11000_11804_hr.out,PCA
PTB_XL,records500_11000_11805_hr.out,OCSVM
PTB_XL,records500_11000_11806_hr.out,MP
PTB_XL,records500_11000_11807_hr.out,PCA
PTB_XL,records500_11000_11808_hr.out,OCSVM
PTB_XL,records500_11000_11809_hr.out,OCSVM
PTB_XL,records500_11000_11811_hr.out,PCA
PTB_XL,records500_11000_11812_hr.out,OCSVM
PTB_XL,records500_11000_11813_hr.out,OCSVM
PTB_XL,records500_11000_11816_hr.out,OCSVM
PTB_XL,records500_11000_11818_hr.out,PCA
PTB_XL,records500_11000_11819_hr.out,OCSVM
PTB_XL,records500_11000_11820_hr.out,HBOS
PTB_XL,records500_11000_11821_hr.out,PCA
PTB_XL,records500_11000_11822_hr.out,HBOS
PTB_XL,records500_11000_11823_hr.out,HBOS
PTB_XL,records500_11000_11824_hr.out,OCSVM
PTB_XL,records500_11000_11825_hr.out,IFOREST
PTB_XL,records500_11000_11826_hr.out,OCSVM
PTB_XL,records500_11000_11827_hr.out,OCSVM
PTB_XL,records500_11000_11828_hr.out,MP
PTB_XL,records500_11000_11829_hr.out,OCSVM
PTB_XL,records500_11000_11830_hr.out,PCA
PTB_XL,records500_11000_11831_hr.out,OCSVM
PTB_XL,records500_11000_11832_hr.out,MP
PTB_XL,records500_11000_11833_hr.out,PCA
PTB_XL,records500_11000_11834_hr.out,PCA
PTB_XL,records500_11000_11835_hr.out,PCA
PTB_XL,records500_11000_11836_hr.out,OCSVM
PTB_XL,records500_11000_11837_hr.out,MP
PTB_XL,records500_11000_11839_hr.out,MP
PTB_XL,records500_11000_11840_hr.out,OCSVM
PTB_XL,records500_11000_11841_hr.out,OCSVM
PTB_XL,records500_11000_11842_hr.out,OCSVM
PTB_XL,records500_11000_11843_hr.out,OCSVM
PTB_XL,records500_11000_11844_hr.out,LOF
PTB_XL,records500_11000_11845_hr.out,OCSVM
PTB_XL,records500_11000_11846_hr.out,OCSVM
PTB_XL,records500_11000_11847_hr.out,OCSVM
PTB_XL,records500_11000_11848_hr.out,PCA
PTB_XL,records500_11000_11849_hr.out,OCSVM
PTB_XL,records500_11000_11850_hr.out,OCSVM
PTB_XL,records500_11000_11851_hr.out,OCSVM
PTB_XL,records500_11000_11852_hr.out,OCSVM
PTB_XL,records500_11000_11853_hr.out,PCA
PTB_XL,records500_11000_11854_hr.out,MP
PTB_XL,records500_11000_11855_hr.out,OCSVM
PTB_XL,records500_11000_11856_hr.out,LOF
PTB_XL,records500_11000_11857_hr.out,OCSVM
PTB_XL,records500_11000_11858_hr.out,NORMA
PTB_XL,records500_11000_11859_hr.out,PCA
PTB_XL,records500_11000_11860_hr.out,LOF
PTB_XL,records500_11000_11861_hr.out,OCSVM
PTB_XL,records500_11000_11862_hr.out,NORMA
PTB_XL,records500_11000_11863_hr.out,MP
PTB_XL,records500_11000_11864_hr.out,PCA
PTB_XL,records500_11000_11865_hr.out,LOF
PTB_XL,records500_11000_11866_hr.out,OCSVM
PTB_XL,records500_11000_11867_hr.out,OCSVM
PTB_XL,records500_11000_11868_hr.out,PCA
PTB_XL,records500_11000_11869_hr.out,MP
PTB_XL,records500_11000_11870_hr.out,OCSVM
PTB_XL,records500_11000_11871_hr.out,OCSVM
PTB_XL,records500_11000_11872_hr.out,MP
PTB_XL,records500_11000_11873_hr.out,OCSVM
PTB_XL,records500_11000_11874_hr.out,OCSVM
PTB_XL,records500_11000_11875_hr.out,PCA
PTB_XL,records500_11000_11876_hr.out,OCSVM
PTB_XL,records500_11000_11877_hr.out,OCSVM
PTB_XL,records500_11000_11878_hr.out,OCSVM
PTB_XL,records500_11000_11879_hr.out,MP
PTB_XL,records500_11000_11880_hr.out,OCSVM
PTB_XL,records500_11000_11881_hr.out,PCA
PTB_XL,records500_11000_11882_hr.out,HBOS
PTB_XL,records500_11000_11883_hr.out,PCA
PTB_XL,records500_11000_11884_hr.out,OCSVM
PTB_XL,records500_11000_11885_hr.out,OCSVM
PTB_XL,records500_11000_11886_hr.out,LOF
PTB_XL,records500_11000_11887_hr.out,HBOS
PTB_XL,records500_11000_11888_hr.out,OCSVM
PTB_XL,records500_11000_11889_hr.out,OCSVM
PTB_XL,records500_11000_11890_hr.out,NORMA
PTB_XL,records500_11000_11891_hr.out,OCSVM
PTB_XL,records500_11000_11892_hr.out,MP
PTB_XL,records500_11000_11893_hr.out,NORMA
PTB_XL,records500_11000_11894_hr.out,OCSVM
PTB_XL,records500_11000_11895_hr.out,OCSVM
PTB_XL,records500_11000_11896_hr.out,OCSVM
PTB_XL,records500_11000_11897_hr.out,OCSVM
PTB_XL,records500_11000_11898_hr.out,OCSVM
PTB_XL,records500_11000_11899_hr.out,LSTM
PTB_XL,records500_11000_11900_hr.out,OCSVM
PTB_XL,records500_11000_11901_hr.out,OCSVM
PTB_XL,records500_11000_11902_hr.out,MP
PTB_XL,records500_11000_11903_hr.out,PCA
PTB_XL,records500_11000_11904_hr.out,PCA
PTB_XL,records500_11000_11905_hr.out,PCA
PTB_XL,records500_11000_11906_hr.out,OCSVM
PTB_XL,records500_11000_11907_hr.out,OCSVM
PTB_XL,records500_11000_11908_hr.out,OCSVM
PTB_XL,records500_11000_11909_hr.out,PCA
PTB_XL,records500_11000_11910_hr.out,MP
PTB_XL,records500_11000_11911_hr.out,OCSVM
PTB_XL,records500_11000_11912_hr.out,OCSVM
PTB_XL,records500_11000_11913_hr.out,OCSVM
PTB_XL,records500_11000_11914_hr.out,MP
PTB_XL,records500_11000_11915_hr.out,LOF
PTB_XL,records500_11000_11916_hr.out,HBOS
PTB_XL,records500_11000_11917_hr.out,PCA
PTB_XL,records500_11000_11918_hr.out,OCSVM
PTB_XL,records500_11000_11919_hr.out,PCA
PTB_XL,records500_11000_11920_hr.out,OCSVM
PTB_XL,records500_11000_11921_hr.out,OCSVM
PTB_XL,records500_11000_11922_hr.out,HBOS
PTB_XL,records500_11000_11923_hr.out,PCA
PTB_XL,records500_11000_11924_hr.out,OCSVM
PTB_XL,records500_11000_11925_hr.out,PCA
PTB_XL,records500_11000_11926_hr.out,OCSVM
PTB_XL,records500_11000_11927_hr.out,OCSVM
PTB_XL,records500_11000_11928_hr.out,PCA
PTB_XL,records500_11000_11929_hr.out,OCSVM
PTB_XL,records500_11000_11930_hr.out,OCSVM
PTB_XL,records500_11000_11931_hr.out,PCA
PTB_XL,records500_11000_11932_hr.out,MP
PTB_XL,records500_11000_11933_hr.out,OCSVM
PTB_XL,records500_11000_11934_hr.out,OCSVM
PTB_XL,records500_11000_11935_hr.out,OCSVM
PTB_XL,records500_11000_11936_hr.out,NORMA
PTB_XL,records500_11000_11937_hr.out,PCA
PTB_XL,records500_11000_11938_hr.out,PCA
PTB_XL,records500_11000_11939_hr.out,OCSVM
PTB_XL,records500_11000_11940_hr.out,HBOS
PTB_XL,records500_11000_11941_hr.out,PCA
PTB_XL,records500_11000_11942_hr.out,HBOS
PTB_XL,records500_11000_11943_hr.out,OCSVM
PTB_XL,records500_11000_11944_hr.out,HBOS
PTB_XL,records500_11000_11945_hr.out,PCA
PTB_XL,records500_11000_11946_hr.out,OCSVM
PTB_XL,records500_11000_11947_hr.out,OCSVM
PTB_XL,records500_11000_11948_hr.out,MP
PTB_XL,records500_11000_11949_hr.out,OCSVM
PTB_XL,records500_11000_11950_hr.out,OCSVM
PTB_XL,records500_11000_11951_hr.out,OCSVM
PTB_XL,records500_11000_11952_hr.out,PCA
PTB_XL,records500_11000_11953_hr.out,PCA
PTB_XL,records500_11000_11954_hr.out,PCA
PTB_XL,records500_11000_11955_hr.out,HBOS
PTB_XL,records500_11000_11956_hr.out,PCA
PTB_XL,records500_11000_11957_hr.out,OCSVM
PTB_XL,records500_11000_11958_hr.out,LOF
PTB_XL,records500_11000_11959_hr.out,IFOREST
PTB_XL,records500_11000_11960_hr.out,OCSVM
PTB_XL,records500_11000_11961_hr.out,OCSVM
PTB_XL,records500_11000_11962_hr.out,NORMA
PTB_XL,records500_11000_11963_hr.out,PCA
PTB_XL,records500_11000_11964_hr.out,PCA
PTB_XL,records500_11000_11965_hr.out,PCA
PTB_XL,records500_11000_11966_hr.out,OCSVM
PTB_XL,records500_11000_11967_hr.out,OCSVM
PTB_XL,records500_11000_11968_hr.out,OCSVM
PTB_XL,records500_11000_11969_hr.out,OCSVM
PTB_XL,records500_11000_11970_hr.out,MP
PTB_XL,records500_11000_11971_hr.out,HBOS
PTB_XL,records500_11000_11972_hr.out,PCA
PTB_XL,records500_11000_11973_hr.out,OCSVM
PTB_XL,records500_11000_11974_hr.out,OCSVM
PTB_XL,records500_11000_11975_hr.out,PCA
PTB_XL,records500_11000_11976_hr.out,OCSVM
PTB_XL,records500_11000_11977_hr.out,PCA
PTB_XL,records500_11000_11978_hr.out,PCA
PTB_XL,records500_11000_11979_hr.out,PCA
PTB_XL,records500_11000_11980_hr.out,OCSVM
PTB_XL,records500_11000_11981_hr.out,PCA
PTB_XL,records500_11000_11982_hr.out,LOF
PTB_XL,records500_11000_11983_hr.out,OCSVM
PTB_XL,records500_11000_11984_hr.out,OCSVM
PTB_XL,records500_11000_11985_hr.out,PCA
PTB_XL,records500_11000_11986_hr.out,OCSVM
PTB_XL,records500_11000_11987_hr.out,OCSVM
PTB_XL,records500_11000_11988_hr.out,OCSVM
PTB_XL,records500_11000_11989_hr.out,MP
PTB_XL,records500_11000_11990_hr.out,OCSVM
PTB_XL,records500_11000_11991_hr.out,OCSVM
PTB_XL,records500_11000_11992_hr.out,OCSVM
PTB_XL,records500_11000_11993_hr.out,OCSVM
PTB_XL,records500_11000_11994_hr.out,OCSVM
PTB_XL,records500_11000_11995_hr.out,OCSVM
PTB_XL,records500_11000_11996_hr.out,PCA
PTB_XL,records500_11000_11997_hr.out,HBOS
PTB_XL,records500_11000_11998_hr.out,OCSVM
PTB_XL,records500_11000_11999_hr.out,PCA
PTB_XL,records500_12000_12000_hr.out,MP
PTB_XL,records500_12000_12001_hr.out,OCSVM
PTB_XL,records500_12000_12002_hr.out,OCSVM
PTB_XL,records500_12000_12003_hr.out,OCSVM
PTB_XL,records500_12000_12004_hr.out,OCSVM
PTB_XL,records500_12000_12005_hr.out,HBOS
PTB_XL,records500_12000_12006_hr.out,LOF
PTB_XL,records500_12000_12007_hr.out,OCSVM
PTB_XL,records500_12000_12008_hr.out,OCSVM
PTB_XL,records500_12000_12009_hr.out,MP
PTB_XL,records500_12000_12010_hr.out,HBOS
PTB_XL,records500_12000_12011_hr.out,PCA
PTB_XL,records500_12000_12012_hr.out,OCSVM
PTB_XL,records500_12000_12013_hr.out,OCSVM
PTB_XL,records500_12000_12014_hr.out,HBOS
PTB_XL,records500_12000_12015_hr.out,OCSVM
PTB_XL,records500_12000_12016_hr.out,NORMA
PTB_XL,records500_12000_12017_hr.out,PCA
PTB_XL,records500_12000_12018_hr.out,PCA
PTB_XL,records500_12000_12019_hr.out,OCSVM
PTB_XL,records500_12000_12020_hr.out,HBOS
PTB_XL,records500_12000_12021_hr.out,PCA
PTB_XL,records500_12000_12022_hr.out,OCSVM
PTB_XL,records500_12000_12023_hr.out,OCSVM
PTB_XL,records500_12000_12024_hr.out,OCSVM
PTB_XL,records500_12000_12025_hr.out,HBOS
PTB_XL,records500_12000_12026_hr.out,PCA
PTB_XL,records500_12000_12027_hr.out,OCSVM
PTB_XL,records500_12000_12028_hr.out,PCA
PTB_XL,records500_12000_12029_hr.out,OCSVM
PTB_XL,records500_12000_12030_hr.out,OCSVM
PTB_XL,records500_12000_12031_hr.out,NORMA
PTB_XL,records500_12000_12032_hr.out,PCA
PTB_XL,records500_12000_12033_hr.out,PCA
PTB_XL,records500_12000_12034_hr.out,LOF
PTB_XL,records500_12000_12035_hr.out,HBOS
PTB_XL,records500_12000_12036_hr.out,PCA
PTB_XL,records500_12000_12037_hr.out,HBOS
PTB_XL,records500_12000_12038_hr.out,OCSVM
PTB_XL,records500_12000_12039_hr.out,PCA
PTB_XL,records500_12000_12040_hr.out,NORMA
PTB_XL,records500_12000_12041_hr.out,IFOREST
PTB_XL,records500_12000_12042_hr.out,OCSVM
PTB_XL,records500_12000_12043_hr.out,HBOS
PTB_XL,records500_12000_12044_hr.out,OCSVM
PTB_XL,records500_12000_12045_hr.out,OCSVM
PTB_XL,records500_12000_12046_hr.out,OCSVM
PTB_XL,records500_12000_12047_hr.out,OCSVM
PTB_XL,records500_12000_12048_hr.out,OCSVM
PTB_XL,records500_12000_12049_hr.out,MP
PTB_XL,records500_12000_12050_hr.out,OCSVM
PTB_XL,records500_12000_12051_hr.out,OCSVM
PTB_XL,records500_12000_12052_hr.out,OCSVM
PTB_XL,records500_12000_12053_hr.out,MP
PTB_XL,records500_12000_12054_hr.out,PCA
PTB_XL,records500_12000_12055_hr.out,OCSVM
PTB_XL,records500_12000_12056_hr.out,IFOREST
PTB_XL,records500_12000_12057_hr.out,OCSVM
PTB_XL,records500_12000_12058_hr.out,PCA
PTB_XL,records500_12000_12059_hr.out,PCA
PTB_XL,records500_12000_12060_hr.out,OCSVM
PTB_XL,records500_12000_12061_hr.out,OCSVM
PTB_XL,records500_12000_12062_hr.out,OCSVM
PTB_XL,records500_12000_12063_hr.out,PCA
PTB_XL,records500_12000_12064_hr.out,PCA
PTB_XL,records500_12000_12065_hr.out,PCA
PTB_XL,records500_12000_12066_hr.out,PCA
PTB_XL,records500_12000_12067_hr.out,OCSVM
PTB_XL,records500_12000_12068_hr.out,OCSVM
PTB_XL,records500_12000_12069_hr.out,HBOS
PTB_XL,records500_12000_12070_hr.out,OCSVM
PTB_XL,records500_12000_12071_hr.out,OCSVM
PTB_XL,records500_12000_12072_hr.out,LSTM
PTB_XL,records500_12000_12073_hr.out,OCSVM
PTB_XL,records500_12000_12074_hr.out,OCSVM
PTB_XL,records500_12000_12075_hr.out,OCSVM
PTB_XL,records500_12000_12076_hr.out,OCSVM
PTB_XL,records500_12000_12077_hr.out,MP
PTB_XL,records500_12000_12078_hr.out,MP
PTB_XL,records500_12000_12079_hr.out,OCSVM
PTB_XL,records500_12000_12080_hr.out,IFOREST
PTB_XL,records500_12000_12081_hr.out,OCSVM
PTB_XL,records500_12000_12082_hr.out,OCSVM
PTB_XL,records500_12000_12083_hr.out,MP
PTB_XL,records500_12000_12084_hr.out,PCA
PTB_XL,records500_12000_12085_hr.out,MP
PTB_XL,records500_12000_12086_hr.out,HBOS
PTB_XL,records500_12000_12087_hr.out,OCSVM
PTB_XL,records500_12000_12088_hr.out,PCA
PTB_XL,records500_12000_12089_hr.out,PCA
PTB_XL,records500_12000_12090_hr.out,PCA
PTB_XL,records500_12000_12091_hr.out,MP
PTB_XL,records500_12000_12092_hr.out,OCSVM
PTB_XL,records500_12000_12093_hr.out,OCSVM
PTB_XL,records500_12000_12094_hr.out,MP
PTB_XL,records500_12000_12095_hr.out,MP
PTB_XL,records500_12000_12096_hr.out,MP
PTB_XL,records500_12000_12097_hr.out,OCSVM
PTB_XL,records500_12000_12098_hr.out,PCA
PTB_XL,records500_12000_12099_hr.out,HBOS
PTB_XL,records500_12000_12100_hr.out,PCA
PTB_XL,records500_12000_12101_hr.out,OCSVM
PTB_XL,records500_12000_12102_hr.out,OCSVM
PTB_XL,records500_12000_12103_hr.out,OCSVM
PTB_XL,records500_12000_12104_hr.out,PCA
PTB_XL,records500_12000_12105_hr.out,OCSVM
PTB_XL,records500_12000_12106_hr.out,OCSVM
PTB_XL,records500_12000_12107_hr.out,IFOREST
PTB_XL,records500_12000_12108_hr.out,OCSVM
PTB_XL,records500_12000_12109_hr.out,OCSVM
PTB_XL,records500_12000_12110_hr.out,PCA
PTB_XL,records500_12000_12111_hr.out,OCSVM
PTB_XL,records500_12000_12112_hr.out,OCSVM
PTB_XL,records500_12000_12113_hr.out,PCA
PTB_XL,records500_12000_12114_hr.out,OCSVM
PTB_XL,records500_12000_12115_hr.out,OCSVM
PTB_XL,records500_12000_12116_hr.out,PCA
PTB_XL,records500_12000_12117_hr.out,PCA
PTB_XL,records500_12000_12118_hr.out,OCSVM
PTB_XL,records500_12000_12119_hr.out,OCSVM
PTB_XL,records500_12000_12120_hr.out,MP
PTB_XL,records500_12000_12121_hr.out,PCA
PTB_XL,records500_12000_12122_hr.out,PCA
PTB_XL,records500_12000_12123_hr.out,PCA
PTB_XL,records500_12000_12124_hr.out,OCSVM
PTB_XL,records500_12000_12125_hr.out,OCSVM
PTB_XL,records500_12000_12126_hr.out,NORMA
PTB_XL,records500_12000_12127_hr.out,OCSVM
PTB_XL,records500_12000_12128_hr.out,OCSVM
PTB_XL,records500_12000_12129_hr.out,OCSVM
PTB_XL,records500_12000_12130_hr.out,NORMA
PTB_XL,records500_12000_12131_hr.out,OCSVM
PTB_XL,records500_12000_12132_hr.out,OCSVM
PTB_XL,records500_12000_12133_hr.out,PCA
PTB_XL,records500_12000_12134_hr.out,OCSVM
PTB_XL,records500_12000_12135_hr.out,OCSVM
PTB_XL,records500_12000_12136_hr.out,OCSVM
PTB_XL,records500_12000_12137_hr.out,PCA
PTB_XL,records500_12000_12138_hr.out,MP
PTB_XL,records500_12000_12139_hr.out,OCSVM
PTB_XL,records500_12000_12140_hr.out,HBOS
PTB_XL,records500_12000_12141_hr.out,NORMA
PTB_XL,records500_12000_12142_hr.out,OCSVM
PTB_XL,records500_12000_12143_hr.out,PCA
PTB_XL,records500_12000_12144_hr.out,OCSVM
PTB_XL,records500_12000_12145_hr.out,LOF
PTB_XL,records500_12000_12146_hr.out,NORMA
PTB_XL,records500_12000_12147_hr.out,OCSVM
PTB_XL,records500_12000_12148_hr.out,OCSVM
PTB_XL,records500_12000_12149_hr.out,OCSVM
PTB_XL,records500_12000_12150_hr.out,OCSVM
PTB_XL,records500_12000_12151_hr.out,PCA
PTB_XL,records500_12000_12152_hr.out,OCSVM
PTB_XL,records500_12000_12153_hr.out,NORMA
PTB_XL,records500_12000_12154_hr.out,OCSVM
PTB_XL,records500_12000_12155_hr.out,OCSVM
PTB_XL,records500_12000_12156_hr.out,MP
PTB_XL,records500_12000_12157_hr.out,OCSVM
PTB_XL,records500_12000_12158_hr.out,PCA
PTB_XL,records500_12000_12159_hr.out,OCSVM
PTB_XL,records500_12000_12160_hr.out,OCSVM
PTB_XL,records500_12000_12161_hr.out,OCSVM
PTB_XL,records500_12000_12162_hr.out,MP
PTB_XL,records500_12000_12163_hr.out,MP
PTB_XL,records500_12000_12164_hr.out,OCSVM
PTB_XL,records500_12000_12165_hr.out,LOF
PTB_XL,records500_12000_12166_hr.out,OCSVM
PTB_XL,records500_12000_12167_hr.out,PCA
PTB_XL,records500_12000_12168_hr.out,PCA
PTB_XL,records500_12000_12169_hr.out,MP
PTB_XL,records500_12000_12170_hr.out,OCSVM
PTB_XL,records500_12000_12171_hr.out,OCSVM
PTB_XL,records500_12000_12172_hr.out,PCA
PTB_XL,records500_12000_12173_hr.out,MP
PTB_XL,records500_12000_12174_hr.out,OCSVM
PTB_XL,records500_12000_12175_hr.out,OCSVM
PTB_XL,records500_12000_12176_hr.out,MP
PTB_XL,records500_12000_12177_hr.out,PCA
PTB_XL,records500_12000_12178_hr.out,NORMA
PTB_XL,records500_12000_12179_hr.out,PCA
PTB_XL,records500_12000_12180_hr.out,HBOS
PTB_XL,records500_12000_12181_hr.out,OCSVM
PTB_XL,records500_12000_12182_hr.out,MP
PTB_XL,records500_12000_12183_hr.out,OCSVM
PTB_XL,records500_12000_12184_hr.out,OCSVM
PTB_XL,records500_12000_12185_hr.out,HBOS
PTB_XL,records500_12000_12186_hr.out,LOF
PTB_XL,records500_12000_12187_hr.out,OCSVM
PTB_XL,records500_12000_12188_hr.out,OCSVM
PTB_XL,records500_12000_12189_hr.out,MP
PTB_XL,records500_12000_12190_hr.out,MP
PTB_XL,records500_12000_12191_hr.out,PCA
PTB_XL,records500_12000_12192_hr.out,PCA
PTB_XL,records500_12000_12193_hr.out,OCSVM
PTB_XL,records500_12000_12194_hr.out,OCSVM
PTB_XL,records500_12000_12195_hr.out,AE
PTB_XL,records500_12000_12196_hr.out,PCA
PTB_XL,records500_12000_12197_hr.out,PCA
PTB_XL,records500_12000_12198_hr.out,MP
PTB_XL,records500_12000_12199_hr.out,OCSVM
PTB_XL,records500_12000_12200_hr.out,OCSVM
PTB_XL,records500_12000_12201_hr.out,OCSVM
PTB_XL,records500_12000_12202_hr.out,OCSVM
PTB_XL,records500_12000_12203_hr.out,PCA
PTB_XL,records500_12000_12204_hr.out,PCA
